Date,sales
2016-03-01,3834.6551150377827
2016-03-02,3827.43377101373
2016-03-03,3833.0485002813793
2016-03-04,4258.612945407034
2016-03-05,5581.992746637088
2016-03-06,5600.306542871958
2016-03-07,4058.2794354261487
2016-03-08,3827.577664356348
2016-03-09,3820.21428719664
2016-03-10,3826.262734899338
2016-03-11,4022.0066859840754
2016-03-12,5255.59106006325
2016-03-13,5359.274368441089
2016-03-14,3705.6550983872085
2016-03-15,3485.5979078272603
2016-03-16,3481.796312412979
2016-03-17,3419.6191961902387
2016-03-18,4019.6195917512277
2016-03-19,5250.037726891381
2016-03-20,5352.882707515746
2016-03-21,3704.810962964595
2016-03-22,3485.7660540261377
2016-03-23,3481.9644586118566
2016-03-24,3470.9425955323486
2016-03-25,4002.1872666026647
2016-03-26,5256.510315095149
2016-03-27,4995.874651153233
2016-03-28,3704.886770886993
2016-03-29,3485.535149557815
2016-03-30,3481.733554143533
2016-03-31,3486.3778485485
