Date,sales
2016-03-01,3740.7161071953756
2016-03-02,3828.305706886213
2016-03-03,3831.241204968132
2016-03-04,4310.693909352939
2016-03-05,5509.507554253292
2016-03-06,5812.753188202539
2016-03-07,4071.776306906012
2016-03-08,3817.951712576076
2016-03-09,3766.0522551204676
2016-03-10,3657.4480879831626
2016-03-11,4242.563123332557
2016-03-12,5286.268863240366
2016-03-13,5586.7882276382925
2016-03-14,4137.036356642534
2016-03-15,3742.320298003428
2016-03-16,3642.231775330845
2016-03-17,3340.6910075546184
2016-03-18,4118.733043573594
2016-03-19,5294.657117538614
2016-03-20,5581.219677885037
2016-03-21,4120.6846594847775
2016-03-22,3639.744239624795
2016-03-23,3521.788633327829
2016-03-24,3309.757720659101
2016-03-25,4152.76310995282
2016-03-26,5180.58264407915
2016-03-27,5112.001094438493
2016-03-28,3988.071912892737
2016-03-29,3603.828384962242
2016-03-30,3522.881808593028
2016-03-31,3731.548017197357
