Date,sales
2016-03-01,3816.4340987638634
2016-03-02,3841.8290614802577
2016-03-03,3852.889439169818
2016-03-04,4220.186133884098
2016-03-05,5594.524175455261
2016-03-06,5725.930293080717
2016-03-07,4016.2705938803783
2016-03-08,3760.8880493794936
2016-03-09,3745.312858750677
2016-03-10,3734.8037902081082
2016-03-11,4101.281345423416
2016-03-12,5357.8936893425835
2016-03-13,5494.14917494644
2016-03-14,3962.7582980457873
2016-03-15,3674.747319564747
2016-03-16,3610.289717001549
2016-03-17,3429.821018444731
2016-03-18,4116.536035394534
2016-03-19,5342.764891504921
2016-03-20,5511.570643220529
2016-03-21,3870.324194912809
2016-03-22,3540.23323602475
2016-03-23,3489.521379582173
2016-03-24,3473.1893758138017
2016-03-25,4121.738618299293
2016-03-26,5341.125871620178
2016-03-27,5173.437948869479
2016-03-28,3818.522594719411
2016-03-29,3484.650222774449
2016-03-30,3534.879915997844
2016-03-31,3579.399340974997
