Date,sales
2016-03-01,3910.8224976871047
2016-03-02,3899.063135266338
2016-03-03,3921.286926624702
2016-03-04,4406.3790641016785
2016-03-05,5719.18598492607
2016-03-06,5694.43955625842
2016-03-07,4156.146137039717
2016-03-08,3838.701120405222
2016-03-09,3829.0966120493827
2016-03-10,3857.6727098403976
2016-03-11,4116.222429723897
2016-03-12,5435.2657964890395
2016-03-13,5571.778492353386
2016-03-14,3885.2496521521766
2016-03-15,3530.8889072760376
2016-03-16,3524.2257355235283
2016-03-17,3492.80865267627
2016-03-18,4107.526163131666
2016-03-19,5435.894689053285
2016-03-20,5575.058821370433
2016-03-21,3885.426576903456
2016-03-22,3531.5083615690082
2016-03-23,3524.690139699442
2016-03-24,3515.975308549247
2016-03-25,4107.187220083926
2016-03-26,5425.957313076921
2016-03-27,5149.240930509052
2016-03-28,3886.662093827661
2016-03-29,3530.886967067744
2016-03-30,3523.980195198178
2016-03-31,3546.514497642917
