Date,sales
2016-03-01,3142.407529168635
2016-03-02,3261.2165132052037
2016-03-03,3470.0704755889356
2016-03-04,3731.275754303793
2016-03-05,4710.406194914991
2016-03-06,4985.361054549881
2016-03-07,3697.39442506533
2016-03-08,3340.723928645048
2016-03-09,3591.297946898281
2016-03-10,3235.940399436366
2016-03-11,3708.825522764833
2016-03-12,4606.546833018775
2016-03-13,4623.573519001899
2016-03-14,3422.8729566822485
2016-03-15,3007.8533634334185
2016-03-16,3264.0141359237537
2016-03-17,2887.101968486843
2016-03-18,3432.837981831174
2016-03-19,4721.352234673743
2016-03-20,4897.1987778778675
2016-03-21,3223.577375355089
2016-03-22,3034.2242610257376
2016-03-23,2863.944307339187
2016-03-24,3221.039006700872
2016-03-25,3484.335850027697
2016-03-26,4372.686894227364
2016-03-27,4352.176828132491
2016-03-28,3307.356861341206
2016-03-29,2955.5909124147474
2016-03-30,2987.44280628502
2016-03-31,3113.7226847752245
