Date,sales
2016-03-01,3109.135558832376
2016-03-02,2978.8386505669796
2016-03-03,3129.1216378287663
2016-03-04,3844.3148468549275
2016-03-05,4981.063854671157
2016-03-06,5202.424865578053
2016-03-07,3585.07906716523
2016-03-08,3109.135558832376
2016-03-09,2978.8386505669796
2016-03-10,3129.1216378287663
2016-03-11,3844.3148468549275
2016-03-12,4981.063854671157
2016-03-13,5202.424865578053
2016-03-14,3585.07906716523
2016-03-15,3109.135558832376
2016-03-16,2978.8386505669796
2016-03-17,3129.1216378287663
2016-03-18,3844.3148468549275
2016-03-19,4981.063854671157
2016-03-20,5202.424865578053
2016-03-21,3585.07906716523
2016-03-22,3109.135558832376
2016-03-23,2978.8386505669796
2016-03-24,3129.1216378287663
2016-03-25,3844.3148468549275
2016-03-26,4981.063854671157
2016-03-27,5202.424865578053
2016-03-28,3585.07906716523
2016-03-29,3109.135558832376
2016-03-30,2978.8386505669796
2016-03-31,3129.1216378287663
