Date,sales
2016-03-01,3762.3942118622745
2016-03-02,3842.6885600218634
2016-03-03,4034.6691884986394
2016-03-04,4572.8690108828205
2016-03-05,5915.581870780628
2016-03-06,6082.060890329097
2016-03-07,4227.1077375993
2016-03-08,3758.6365208410784
2016-03-09,3758.78801041763
2016-03-10,3826.944255041826
2016-03-11,4345.139450168335
2016-03-12,5214.226385979724
2016-03-13,5586.638959742116
2016-03-14,3996.181719869916
2016-03-15,3736.43414587959
2016-03-16,3780.875799863446
2016-03-17,3478.3180647073427
2016-03-18,4228.111258432331
2016-03-19,5476.1502687130405
2016-03-20,5553.927991770934
2016-03-21,3853.7170135594433
2016-03-22,3480.4349175743914
2016-03-23,3547.8295712120917
2016-03-24,3637.327880788239
2016-03-25,4187.268381271531
2016-03-26,5221.425524826975
2016-03-27,4582.549523329614
2016-03-28,3962.8118447926913
2016-03-29,3624.345398434961
2016-03-30,3623.7515693856303
2016-03-31,3898.1516078973564
