Date,sales
2016-03-01,3725.3128075746504
2016-03-02,3820.394599028147
2016-03-03,4033.436136465185
2016-03-04,4572.544527260599
2016-03-05,5775.019278971744
2016-03-06,6062.184491036126
2016-03-07,4293.891500331842
2016-03-08,3758.7242318030885
2016-03-09,3606.336209146539
2016-03-10,3740.6321157101443
2016-03-11,4188.569407926258
2016-03-12,5379.46980649176
2016-03-13,5600.625487831089
2016-03-14,3922.9167878385524
2016-03-15,3421.3758238142505
2016-03-16,3467.31266581749
2016-03-17,3238.9356884367053
2016-03-18,4073.0685853310856
2016-03-19,5282.520892567294
2016-03-20,5595.454316868036
2016-03-21,4100.198445897372
2016-03-22,3524.4122493781574
2016-03-23,3549.424536558417
2016-03-24,3560.609427897817
2016-03-25,4229.369086173519
2016-03-26,5438.878883250383
2016-03-27,4898.519970620276
2016-03-28,4203.686841676032
2016-03-29,3713.0666760414038
2016-03-30,3702.6882995175038
2016-03-31,4082.5132163716125
