Date,sales
2016-03-01,3732.3326823063835
2016-03-02,3626.2826362532824
2016-03-03,3649.220366112815
2016-03-04,4277.3862288514365
2016-03-05,5278.541092090611
2016-03-06,5355.143246968299
2016-03-07,4067.5415841170293
2016-03-08,3574.855479081871
2016-03-09,3468.80543302877
2016-03-10,3491.7431628883032
2016-03-11,4119.909025626925
2016-03-12,5121.063888866098
2016-03-13,5197.666043743787
2016-03-14,3910.064380892517
2016-03-15,3417.378275857359
2016-03-16,3311.3282298042577
2016-03-17,3022.224170338992
2016-03-18,3962.4318224024123
2016-03-19,4963.586685641586
2016-03-20,5040.188840519275
2016-03-21,3752.5871776680046
2016-03-22,3259.901072632847
2016-03-23,3153.851026579746
2016-03-24,2864.7469671144795
2016-03-25,3804.9546191779
2016-03-26,4806.109482417074
2016-03-27,4570.6698479699635
2016-03-28,3595.1099744434923
2016-03-29,3102.423869408334
2016-03-30,2996.373823355233
2016-03-31,3019.3115532147663
