Date,sales
2016-03-01,3830.3800140773765
2016-03-02,3816.226526943289
2016-03-03,3821.5639455949486
2016-03-04,4247.231580938829
2016-03-05,5757.110612354797
2016-03-06,5784.214330770349
2016-03-07,4117.184483497666
2016-03-08,3832.9287275845145
2016-03-09,3818.7752404504267
2016-03-10,3824.112659102087
2016-03-11,4086.2179492136383
2016-03-12,5337.134313021951
2016-03-13,5516.505534807881
2016-03-14,3862.421734121784
2016-03-15,3517.9699614775745
2016-03-16,3515.243636627519
2016-03-17,3469.162072068547
2016-03-18,4087.090902509448
2016-03-19,5358.66459363424
2016-03-20,5528.31293839437
2016-03-21,3861.4835081474025
2016-03-22,3517.8101907458667
2016-03-23,3515.0838658958114
2016-03-24,3505.421527704743
2016-03-25,4086.2179492136383
2016-03-26,5337.134313021951
2016-03-27,5010.507730546312
2016-03-28,3862.421734121784
2016-03-29,3517.9699614775745
2016-03-30,3515.243636627519
2016-03-31,3523.434253313223
